txn_id,timestamp,user_id,kyc_tier,account_age_days,channel,txn_type,amount_ngn,beneficiary_id,beneficiary_bank,beneficiary_country,beneficiary_new,device_id,device_new,ip_country,name_match_score,status
TXN-100183,2026-07-01 00:07:15,USR-0230,2,1044,ussd,airtime,15340.87,,,NG,0,DEV-53064,0,NG,0.93,completed
TXN-100184,2026-07-01 00:08:42,USR-1106,2,1206,web,transfer_in,5127.28,BEN-2886,First Bank,NG,0,DEV-31567,0,NG,0.99,completed
TXN-100185,2026-07-01 00:14:12,USR-2233,1,1456,web,transfer_out,17536.29,BEN-1158,PalmPay,NG,0,DEV-27146,0,NG,0.96,completed
TXN-100186,2026-07-01 00:26:46,USR-0900,3,565,app,transfer_out,77108.01,BEN-9807,Kuda,NG,0,DEV-22739,0,NG,0.97,completed
TXN-100187,2026-07-01 00:31:01,USR-1732,3,1334,app,card_spend,8135.13,,,NG,0,DEV-47606,0,NG,0.96,completed
TXN-100188,2026-07-01 00:40:46,USR-3986,2,1873,web,transfer_in,2201.76,BEN-8616,Stanbic IBTC,NG,0,DEV-33086,0,NG,0.93,completed
TXN-100189,2026-07-01 00:49:34,USR-2805,2,1806,pos,transfer_out,61240.95,BEN-9017,UBA,NG,0,DEV-86983,0,NG,0.93,completed
TXN-100190,2026-07-01 00:49:37,USR-0384,2,1732,ussd,transfer_out,27289.08,BEN-7209,Moniepoint,NG,0,DEV-17685,0,NG,0.99,completed
TXN-100191,2026-07-01 00:51:17,USR-3148,2,590,ussd,transfer_in,49332.53,BEN-4475,Kuda,NG,0,DEV-69600,0,NG,0.96,completed
TXN-100192,2026-07-01 01:01:19,USR-2772,3,1823,web,transfer_out,48696.27,BEN-6456,Zenith Bank,NG,1,DEV-37760,0,NG,0.95,completed
TXN-100193,2026-07-01 01:01:44,USR-1840,2,1538,pos,transfer_out,65113.9,BEN-3900,Kuda,NG,0,DEV-83385,0,NG,0.94,completed
TXN-100194,2026-07-01 01:03:22,USR-1329,2,1235,app,transfer_in,99841.12,BEN-4559,PalmPay,NG,0,DEV-14288,0,NG,0.94,completed
TXN-100195,2026-07-01 01:14:25,USR-1140,2,248,app,bill_payment,15339.01,,,NG,0,DEV-71694,0,NG,0.96,completed
TXN-100196,2026-07-01 01:15:30,USR-2414,1,1450,app,transfer_out,3026.8,BEN-3608,GTBank,NG,0,DEV-63964,0,NG,0.95,completed
TXN-100197,2026-07-01 01:16:13,USR-0123,3,491,app,transfer_in,12187.64,BEN-8956,Wema/ALAT,NG,0,DEV-16630,0,NG,0.94,completed
TXN-100198,2026-07-01 01:17:06,USR-1379,2,1102,ussd,transfer_out,28383.83,BEN-8939,Zenith Bank,NG,0,DEV-93579,0,NG,0.96,completed
TXN-100199,2026-07-01 01:28:14,USR-1551,2,2114,web,transfer_in,6734.54,BEN-4475,OPay,NG,0,DEV-52600,0,NG,0.99,completed
TXN-100200,2026-07-01 01:43:31,USR-2873,2,1118,pos,bill_payment,17496.54,,,NG,0,DEV-16658,0,NG,0.98,completed
TXN-100201,2026-07-01 01:51:29,USR-2466,1,1098,web,card_spend,4071.67,,,NG,0,DEV-85880,0,NG,0.99,completed
TXN-100202,2026-07-01 01:52:33,USR-1482,2,607,app,bill_payment,1224.21,,,NG,0,DEV-93606,0,NG,1.0,completed
TXN-100203,2026-07-01 02:02:30,USR-0953,3,339,app,transfer_in,33393.97,BEN-8811,GTBank,NG,0,DEV-51104,0,NG,0.96,completed
TXN-100204,2026-07-01 02:13:33,USR-0132,1,1814,app,airtime,3573.24,,,NG,0,DEV-78955,0,NG,0.96,completed
TXN-100205,2026-07-01 02:25:40,USR-1106,2,1206,app,airtime,33322.19,,,NG,0,DEV-31567,0,NG,0.99,completed
TXN-100206,2026-07-01 02:26:40,USR-0572,2,92,app,transfer_out,9627.53,BEN-1319,Kuda,NG,0,DEV-88504,0,NG,0.98,completed
TXN-100207,2026-07-01 02:33:07,USR-1097,2,1297,app,transfer_out,29071.37,BEN-2624,PalmPay,NG,0,DEV-69469,0,NG,0.97,completed
TXN-100208,2026-07-01 02:38:44,USR-3179,1,1456,web,transfer_in,45159.77,BEN-4394,GTBank,NG,0,DEV-41925,0,NG,0.99,completed
TXN-100209,2026-07-01 02:55:05,USR-2746,3,1068,ussd,transfer_in,973.37,BEN-7730,Stanbic IBTC,NG,0,DEV-84946,0,NG,0.95,completed
TXN-100210,2026-07-01 02:56:18,USR-1186,1,1349,ussd,bill_payment,18729.86,,,NG,0,DEV-87993,0,NG,0.99,completed
TXN-100211,2026-07-01 03:06:34,USR-2989,2,1139,app,card_spend,13677.77,,,NG,0,DEV-58351,0,NG,0.97,completed
TXN-100212,2026-07-01 03:15:26,USR-1097,2,1297,pos,transfer_out,4831.64,BEN-8046,Wema/ALAT,NG,0,DEV-69469,0,NG,0.99,completed
TXN-100213,2026-07-01 03:33:33,USR-3128,3,1389,app,card_spend,26127.84,,,NG,0,DEV-68008,0,NG,0.95,completed
TXN-100214,2026-07-01 03:35:05,USR-1555,2,1791,app,airtime,6532.8,,,NG,0,DEV-33021,0,NG,1.0,completed
TXN-100215,2026-07-01 03:43:02,USR-3778,2,1095,pos,airtime,15627.17,,,NG,0,DEV-21359,0,NG,1.0,completed
TXN-100216,2026-07-01 03:49:36,USR-2473,2,956,pos,card_spend,11347.56,,,NG,0,DEV-69598,0,NG,0.99,completed
TXN-100217,2026-07-01 03:54:17,USR-0109,2,1376,ussd,transfer_out,10595.07,BEN-3144,UBA,NG,0,DEV-41285,0,NG,0.95,completed
TXN-100218,2026-07-01 03:57:09,USR-0701,2,676,app,transfer_in,18216.89,BEN-1153,Wema/ALAT,NG,0,DEV-40433,0,NG,1.0,completed
TXN-100219,2026-07-01 04:06:25,USR-1127,2,1483,app,airtime,55997.94,,,NG,0,DEV-24621,0,NG,0.98,completed
TXN-100220,2026-07-01 04:24:18,USR-1482,2,607,app,card_spend,3068.82,,,NG,0,DEV-93606,0,NG,0.98,completed
TXN-100221,2026-07-01 04:40:52,USR-1719,1,700,web,transfer_out,3259.75,BEN-7049,Moniepoint,NG,0,DEV-81511,0,NG,0.94,completed
TXN-100222,2026-07-01 04:41:24,USR-3561,2,374,pos,card_spend,85386.71,,,NG,0,DEV-46585,0,NG,0.98,completed
TXN-100223,2026-07-01 04:45:05,USR-3179,1,1456,app,bill_payment,12460.4,,,NG,0,DEV-41925,0,NG,0.97,completed
TXN-100224,2026-07-01 04:45:41,USR-0865,2,1134,web,transfer_out,22317.71,BEN-8770,Wema/ALAT,NG,0,DEV-59060,0,NG,0.95,completed
TXN-100225,2026-07-01 05:18:55,USR-3301,1,1876,app,transfer_in,16270.31,BEN-2146,Kuda,NG,0,DEV-10221,0,NG,0.98,completed
TXN-100226,2026-07-01 05:20:59,USR-2299,2,387,app,transfer_in,13699.49,BEN-4492,First Bank,NG,0,DEV-11220,0,NG,0.96,completed
TXN-100227,2026-07-01 05:38:28,USR-0701,2,676,app,card_spend,25693.83,,,NG,0,DEV-40433,0,NG,0.95,completed
TXN-100228,2026-07-01 05:48:24,USR-2473,2,956,web,bill_payment,70397.69,,,NG,0,DEV-69598,0,NG,0.97,completed
TXN-100229,2026-07-01 05:49:20,USR-0131,2,1818,app,transfer_out,13739.45,BEN-8260,Access Bank,NG,0,DEV-34050,0,NG,0.94,completed
TXN-100230,2026-07-01 05:50:34,USR-1555,2,1791,pos,card_spend,2192.56,,,NG,0,DEV-33021,0,NG,0.97,completed
TXN-100231,2026-07-01 05:55:23,USR-0397,2,170,ussd,transfer_out,16943.92,BEN-5892,First Bank,NG,0,DEV-85456,0,NG,0.97,completed
TXN-100232,2026-07-01 05:59:41,USR-1379,2,1102,app,transfer_out,7491.17,BEN-8939,Zenith Bank,NG,0,DEV-93579,0,NG,0.99,completed
TXN-100233,2026-07-01 06:02:25,USR-3417,2,626,app,card_spend,4112.88,,,NG,0,DEV-47752,0,NG,0.94,completed
TXN-100234,2026-07-01 06:12:05,USR-3316,2,1022,web,bill_payment,3140.76,,,NG,0,DEV-39219,0,NG,1.0,completed
TXN-100235,2026-07-01 06:13:46,USR-1719,1,700,web,transfer_out,3284.08,BEN-7049,Moniepoint,NG,0,DEV-81511,0,NG,0.99,completed
TXN-100236,2026-07-01 06:17:02,USR-2466,1,1098,app,card_spend,9807.78,,,NG,0,DEV-85880,0,NG,0.95,completed
TXN-100237,2026-07-01 06:20:43,USR-2262,2,2091,app,transfer_out,5908.65,BEN-8342,Moniepoint,NG,0,DEV-82768,0,NG,0.99,completed
TXN-100238,2026-07-01 06:28:09,USR-0953,3,339,ussd,transfer_out,12058.38,BEN-1821,Zenith Bank,NG,0,DEV-51104,0,NG,0.99,completed
TXN-100239,2026-07-01 06:41:17,USR-0512,1,1487,app,transfer_out,16486.9,BEN-9031,Zenith Bank,NG,0,DEV-11658,0,NG,0.95,completed
TXN-100240,2026-07-01 06:47:07,USR-2534,1,848,app,airtime,16515.22,,,NG,0,DEV-35105,0,NG,0.97,completed
TXN-100241,2026-07-01 06:54:38,USR-0953,3,339,web,transfer_in,31997.3,BEN-8811,First Bank,NG,0,DEV-51104,0,NG,0.94,completed
TXN-100242,2026-07-01 07:03:35,USR-2282,2,1991,ussd,bill_payment,2717.64,,,NG,0,DEV-49608,0,NG,0.96,completed
TXN-100243,2026-07-01 07:06:03,USR-3038,2,2007,pos,airtime,12606.12,,,NG,0,DEV-79352,0,NG,1.0,completed
TXN-100244,2026-07-01 07:11:59,USR-0900,3,565,web,transfer_out,3767.08,BEN-3222,Stanbic IBTC,NG,0,DEV-22739,0,NG,0.93,completed
TXN-100245,2026-07-01 07:14:14,USR-1106,2,1206,app,airtime,2374.2,,,NG,0,DEV-31567,0,NG,0.95,completed
TXN-100246,2026-07-01 07:16:48,USR-2299,2,387,ussd,card_spend,7316.51,,,NG,0,DEV-11220,0,NG,0.94,completed
TXN-100247,2026-07-01 07:26:29,USR-1557,2,1998,app,bill_payment,2229.75,,,NG,0,DEV-64496,0,NG,0.95,completed
TXN-100248,2026-07-01 07:33:29,USR-2819,1,1047,pos,card_spend,32923.15,,,NG,0,DEV-71797,0,NG,0.96,completed
TXN-100249,2026-07-01 07:44:18,USR-0027,3,562,app,airtime,23399.74,,,NG,0,DEV-44237,0,NG,0.95,completed
TXN-100250,2026-07-01 07:53:45,USR-2886,1,1794,ussd,bill_payment,6179.85,,,NG,0,DEV-89471,0,NG,1.0,completed
TXN-100251,2026-07-01 08:05:05,USR-1557,2,1998,app,transfer_out,29428.94,BEN-7883,PalmPay,NG,0,DEV-64496,0,NG,0.96,completed
TXN-100252,2026-07-01 08:16:53,USR-0419,2,1260,pos,transfer_out,59450.59,BEN-1457,Access Bank,NG,1,DEV-40735,0,NG,0.95,completed
TXN-100253,2026-07-01 08:25:05,USR-0903,2,261,pos,bill_payment,41241.71,,,NG,0,DEV-50404,0,NG,0.96,completed
TXN-100254,2026-07-01 08:25:59,USR-2819,1,1047,app,card_spend,15364.31,,,NG,0,DEV-71797,0,NG,0.94,completed
TXN-100255,2026-07-01 08:26:38,USR-1471,3,1806,pos,airtime,6465.3,,,NG,0,DEV-80545,0,NG,0.95,completed
TXN-100256,2026-07-01 08:29:10,USR-0654,2,600,app,transfer_out,23217.59,BEN-7691,Access Bank,NG,0,DEV-49363,0,NG,0.95,completed
TXN-100257,2026-07-01 08:30:00,USR-0892,2,924,app,transfer_out,120000,BEN-2201,Access Bank,NG,0,DEV-40892,0,NG,0.98,completed
TXN-100258,2026-07-01 08:33:12,USR-1094,2,1651,pos,transfer_out,14775.72,BEN-3068,Wema/ALAT,NG,0,DEV-60604,0,NG,0.98,completed
TXN-100259,2026-07-01 08:33:55,USR-2989,2,1139,ussd,airtime,5230.42,,,NG,0,DEV-58351,0,NG,0.97,completed
TXN-100260,2026-07-01 08:34:00,USR-0892,2,924,app,transfer_out,85000,BEN-2205,Stanbic IBTC,NG,0,DEV-40892,0,NG,0.98,completed
TXN-100261,2026-07-01 08:38:00,USR-0892,2,924,app,transfer_out,65000,BEN-2211,Zenith Bank,NG,0,DEV-40892,0,NG,0.98,completed
TXN-100262,2026-07-01 08:42:00,USR-0892,2,924,app,transfer_out,250000,BEN-2218,Wema/ALAT,NG,0,DEV-40892,0,NG,0.98,completed
TXN-100263,2026-07-01 08:56:40,USR-1840,2,1538,web,transfer_out,13823.54,BEN-4878,PalmPay,NG,0,DEV-83385,0,NG,0.95,completed
TXN-100264,2026-07-01 09:08:44,USR-2324,3,1822,app,airtime,36035.29,,,NG,0,DEV-16743,0,NG,0.94,completed
TXN-100265,2026-07-01 09:16:02,USR-2575,2,1119,app,card_spend,6639.16,,,NG,0,DEV-40217,0,NG,0.97,completed
TXN-100266,2026-07-01 09:16:53,USR-2496,2,1625,app,airtime,13462.81,,,NG,0,DEV-66450,0,NG,0.99,completed
TXN-100267,2026-07-01 09:17:10,USR-1882,1,195,ussd,transfer_out,29194.51,BEN-7498,Kuda,NG,0,DEV-50888,0,NG,0.98,completed
TXN-100268,2026-07-01 09:21:36,USR-2282,2,1991,app,transfer_out,27292.52,BEN-3290,PalmPay,NG,0,DEV-49608,0,NG,0.99,completed
TXN-100269,2026-07-01 09:27:01,USR-0419,2,1260,app,transfer_out,3920.67,BEN-2320,Moniepoint,NG,0,DEV-40735,0,NG,0.97,completed
TXN-100270,2026-07-01 09:39:44,USR-3561,2,374,app,transfer_out,12298.14,BEN-9346,Access Bank,NG,0,DEV-46585,0,NG,0.95,completed
TXN-100271,2026-07-01 09:40:05,USR-3316,2,1022,app,transfer_in,11874.45,BEN-4164,First Bank,NG,0,DEV-39219,0,NG,0.95,completed
TXN-100272,2026-07-01 09:43:03,USR-3109,2,1505,app,transfer_in,68354.97,BEN-9379,GTBank,NG,0,DEV-51114,0,NG,0.94,completed
TXN-100273,2026-07-01 10:13:13,USR-3741,3,471,web,bill_payment,68888.01,,,NG,0,DEV-66606,0,NG,0.98,completed
TXN-100274,2026-07-01 10:15:13,USR-2662,3,726,web,transfer_out,11372.05,BEN-6139,Wema/ALAT,NG,1,DEV-45697,0,NG,0.99,completed
TXN-100275,2026-07-01 10:16:32,USR-1106,2,1206,web,transfer_out,11837.43,BEN-5835,Zenith Bank,NG,0,DEV-31567,0,NG,0.95,completed
TXN-100276,2026-07-01 10:20:58,USR-0188,1,801,web,airtime,3572.59,,,NG,0,DEV-82350,0,NG,1.0,completed
TXN-100277,2026-07-01 10:33:45,USR-1456,2,1789,app,bill_payment,11757.35,,,NG,0,DEV-54548,0,NG,0.98,completed
TXN-100278,2026-07-01 11:10:33,USR-3655,2,1032,web,transfer_in,1693.08,BEN-1964,Stanbic IBTC,NG,0,DEV-87128,0,NG,0.95,completed
TXN-100279,2026-07-01 11:15:14,USR-2070,2,734,app,transfer_in,56993.06,BEN-2312,UBA,NG,0,DEV-17455,0,NG,0.95,completed
TXN-100280,2026-07-01 11:24:56,USR-2772,3,1823,web,transfer_out,29599.49,BEN-9479,OPay,NG,0,DEV-37760,0,NG,0.97,completed
TXN-100281,2026-07-01 11:29:57,USR-3148,2,590,app,transfer_out,4555.85,BEN-4475,Wema/ALAT,NG,0,DEV-69600,0,NG,0.95,completed
TXN-100282,2026-07-01 11:54:26,USR-3741,3,471,web,transfer_in,16060.5,BEN-7105,PalmPay,NG,0,DEV-66606,0,NG,0.95,completed
TXN-100283,2026-07-01 11:58:12,USR-0859,2,2073,app,card_spend,8137.36,,,NG,0,DEV-55236,0,NG,0.96,completed
TXN-100284,2026-07-01 12:20:21,USR-1719,1,700,app,transfer_out,17018.56,BEN-7049,Access Bank,NG,0,DEV-81511,0,NG,0.99,completed
TXN-100285,2026-07-01 12:29:55,USR-3741,3,471,ussd,transfer_in,56744.67,BEN-7105,OPay,NG,0,DEV-66606,0,NG,1.0,completed
TXN-100286,2026-07-01 12:32:01,USR-0188,1,801,web,transfer_out,8792.82,BEN-1043,First Bank,NG,0,DEV-82350,0,NG,0.98,completed
TXN-100287,2026-07-01 12:42:53,USR-2604,2,858,ussd,airtime,35536.01,,,NG,0,DEV-77952,0,NG,0.94,completed
TXN-100288,2026-07-01 13:00:10,USR-1329,2,1235,app,transfer_out,4784.9,BEN-4559,Kuda,NG,0,DEV-14288,0,NG,0.96,completed
TXN-100289,2026-07-01 13:07:59,USR-2299,2,387,app,transfer_in,20960.33,BEN-9288,OPay,NG,0,DEV-11220,0,NG,0.96,completed
TXN-100290,2026-07-01 13:19:10,USR-0285,3,1846,ussd,transfer_in,16212.85,BEN-2625,GTBank,NG,0,DEV-50026,0,NG,0.97,completed
TXN-100291,2026-07-01 13:26:43,USR-2188,3,737,pos,transfer_out,12265.08,BEN-7951,Kuda,NG,0,DEV-19681,0,NG,0.97,completed
TXN-100292,2026-07-01 13:41:02,USR-1097,2,1297,app,bill_payment,9598.11,,,NG,0,DEV-69469,0,NG,0.97,completed
TXN-100293,2026-07-01 13:42:47,USR-1097,2,1297,app,bill_payment,50052.92,,,NG,0,DEV-69469,0,NG,0.94,completed
TXN-100294,2026-07-01 13:48:59,USR-1858,2,1745,ussd,card_spend,14902.78,,,NG,0,DEV-77449,0,NG,0.96,completed
TXN-100295,2026-07-01 13:56:48,USR-3398,2,1601,ussd,bill_payment,136108.68,,,NG,0,DEV-72031,0,NG,0.95,completed
TXN-100296,2026-07-01 13:56:54,USR-1409,3,201,pos,transfer_out,2141.32,BEN-1823,OPay,NG,0,DEV-21003,0,NG,0.98,completed
TXN-100297,2026-07-01 14:00:00,USR-2466,1,1098,pos,card_spend,14038.18,,,NG,0,DEV-85880,0,NG,0.96,completed
TXN-100298,2026-07-01 14:01:30,USR-0815,2,1519,app,transfer_out,175110.95,BEN-7054,UBA,NG,0,DEV-19016,0,NG,0.98,completed
TXN-100299,2026-07-01 14:16:02,USR-2709,2,2014,app,bill_payment,8329.54,,,NG,0,DEV-48175,0,NG,0.98,completed
TXN-100300,2026-07-01 14:19:37,USR-1094,2,1651,web,transfer_in,39098.66,BEN-5478,OPay,NG,0,DEV-60604,0,NG,0.96,completed
TXN-100301,2026-07-01 14:23:56,USR-2875,2,1449,app,transfer_in,2860.47,BEN-3361,First Bank,NG,0,DEV-23154,0,NG,0.99,completed
TXN-100302,2026-07-01 14:39:26,USR-2772,3,1823,app,transfer_out,9176.91,BEN-4295,UBA,NG,0,DEV-37760,0,NG,0.95,completed
TXN-100303,2026-07-01 15:02:40,USR-3921,2,986,app,airtime,10445.0,,,NG,0,DEV-33053,0,NG,0.95,completed
TXN-100304,2026-07-01 15:02:50,USR-1329,2,1235,web,transfer_out,7961.62,BEN-4868,GTBank,NG,0,DEV-14288,0,NG,0.95,completed
TXN-100305,2026-07-01 15:12:20,USR-1517,3,1088,app,card_spend,70451.48,,,NG,0,DEV-69871,0,NG,0.94,completed
TXN-100306,2026-07-01 15:14:47,USR-2886,1,1794,app,bill_payment,8110.02,,,NG,0,DEV-89471,0,NG,0.94,completed
TXN-100307,2026-07-01 15:25:02,USR-1644,1,420,app,bill_payment,31696.15,,,NG,0,DEV-52219,0,NG,1.0,completed
TXN-100308,2026-07-01 15:25:44,USR-3986,2,1873,app,transfer_in,15992.73,BEN-6789,Access Bank,NG,0,DEV-33086,0,NG,0.97,completed
TXN-100309,2026-07-01 15:46:26,USR-1409,3,201,web,transfer_out,38563.13,BEN-3223,First Bank,NG,0,DEV-21003,0,NG,0.96,completed
TXN-100310,2026-07-01 16:26:59,USR-1003,3,1299,ussd,bill_payment,3125.97,,,NG,0,DEV-12875,0,NG,0.96,completed
TXN-100311,2026-07-01 16:37:18,USR-2299,2,387,pos,transfer_in,11777.88,BEN-4492,Wema/ALAT,NG,0,DEV-11220,0,NG,0.98,completed
TXN-100312,2026-07-01 16:56:24,USR-0123,3,491,app,transfer_in,18478.81,BEN-3724,Moniepoint,NG,0,DEV-16630,0,NG,0.96,completed
TXN-100313,2026-07-01 16:57:35,USR-0103,2,282,web,transfer_out,7350.06,BEN-7916,First Bank,NG,0,DEV-24371,0,NG,0.97,completed
TXN-100314,2026-07-01 17:01:49,USR-0915,3,2169,app,card_spend,12380.29,,,NG,0,DEV-89818,0,NG,0.98,completed
TXN-100315,2026-07-01 17:04:21,USR-1729,2,1479,ussd,transfer_in,45426.32,BEN-9786,Access Bank,NG,0,DEV-24322,0,NG,0.96,completed
TXN-100316,2026-07-01 17:08:21,USR-0572,2,92,pos,bill_payment,21670.47,,,NG,0,DEV-88504,0,NG,0.96,completed
TXN-100317,2026-07-01 17:12:09,USR-0414,2,1270,ussd,transfer_out,6471.24,BEN-8451,First Bank,NG,0,DEV-96846,0,NG,0.98,completed
TXN-100318,2026-07-01 17:24:54,USR-0327,3,2139,web,airtime,19094.73,,,NG,0,DEV-80776,0,NG,0.95,completed
TXN-100319,2026-07-01 17:33:45,USR-0414,2,1270,ussd,airtime,11220.9,,,NG,0,DEV-96846,0,NG,0.94,completed
TXN-100320,2026-07-01 17:34:54,USR-0103,2,282,app,airtime,20064.01,,,NG,0,DEV-24371,0,NG,0.93,completed
TXN-100321,2026-07-01 17:34:55,USR-2622,2,147,app,card_spend,20767.7,,,NG,0,DEV-44663,0,NG,0.94,completed
TXN-100322,2026-07-01 17:36:08,USR-1084,2,425,app,transfer_in,34273.18,BEN-9837,PalmPay,NG,0,DEV-71644,0,NG,0.97,completed
TXN-100323,2026-07-01 17:51:24,USR-1201,2,471,web,bill_payment,55680.59,,,NG,0,DEV-48566,0,NG,0.99,completed
TXN-100324,2026-07-01 17:57:45,USR-0953,3,339,app,card_spend,5079.16,,,NG,0,DEV-51104,0,NG,0.94,completed
TXN-100325,2026-07-01 18:00:01,USR-3398,2,1601,pos,bill_payment,28561.6,,,NG,0,DEV-72031,0,NG,0.96,completed
TXN-100326,2026-07-01 18:13:55,USR-0900,3,565,web,bill_payment,10676.12,,,NG,0,DEV-22739,0,NG,0.99,completed
TXN-100327,2026-07-01 18:25:08,USR-1394,2,965,ussd,transfer_in,17570.51,BEN-9445,Stanbic IBTC,NG,0,DEV-77000,0,NG,0.95,completed
TXN-100328,2026-07-01 18:45:32,USR-1517,3,1088,app,transfer_in,18958.96,BEN-2143,Access Bank,NG,0,DEV-69871,0,NG,0.95,completed
TXN-100329,2026-07-01 18:55:37,USR-2365,2,845,app,transfer_out,7851.01,BEN-8827,Access Bank,NG,0,DEV-16734,0,NG,0.93,completed
TXN-100330,2026-07-01 19:01:12,USR-0865,2,1134,pos,card_spend,17454.93,,,NG,0,DEV-59060,0,NG,0.94,completed
TXN-100331,2026-07-01 19:08:08,USR-1719,1,700,app,transfer_out,20247.3,BEN-7049,Access Bank,NG,0,DEV-81511,0,NG,1.0,completed
TXN-100332,2026-07-01 19:17:24,USR-3550,2,1762,ussd,transfer_in,9406.01,BEN-3634,GTBank,NG,0,DEV-53687,0,NG,1.0,completed
TXN-100333,2026-07-01 19:18:49,USR-3791,2,398,ussd,card_spend,55203.38,,,NG,0,DEV-28449,0,NG,0.97,completed
TXN-100334,2026-07-01 19:18:50,USR-1186,1,1349,app,bill_payment,5869.2,,,NG,0,DEV-87993,0,NG,0.98,completed
TXN-100335,2026-07-01 19:27:35,USR-0327,3,2139,app,card_spend,73203.0,,,NG,0,DEV-80776,0,NG,0.98,completed
TXN-100336,2026-07-01 19:34:15,USR-2662,3,726,ussd,bill_payment,1229.06,,,NG,0,DEV-45697,0,NG,0.96,completed
TXN-100337,2026-07-01 19:52:21,USR-2933,2,1329,pos,bill_payment,100258.34,,,NG,0,DEV-90173,0,NG,1.0,completed
TXN-100338,2026-07-01 20:10:24,USR-3837,2,722,app,transfer_in,27025.33,BEN-6546,Zenith Bank,NG,0,DEV-19807,0,NG,0.99,completed
TXN-100339,2026-07-01 20:13:24,USR-3453,3,496,pos,airtime,3386.61,,,NG,0,DEV-99873,0,NG,0.94,completed
TXN-100340,2026-07-01 20:50:41,USR-3530,1,608,app,bill_payment,76173.19,,,NG,0,DEV-45954,0,NG,0.98,completed
TXN-100341,2026-07-01 21:16:22,USR-1094,2,1651,ussd,transfer_in,72876.01,BEN-1606,Stanbic IBTC,NG,0,DEV-60604,0,NG,0.99,completed
TXN-100342,2026-07-01 21:19:14,USR-3109,2,1505,app,card_spend,8389.51,,,NG,0,DEV-51114,0,NG,0.94,completed
TXN-100343,2026-07-01 21:29:05,USR-3128,3,1389,pos,airtime,6699.39,,,NG,0,DEV-68008,0,NG,0.94,completed
TXN-100344,2026-07-01 21:37:56,USR-0670,2,1032,app,card_spend,5507.73,,,NG,0,DEV-89569,0,NG,0.97,completed
TXN-100345,2026-07-01 21:47:42,USR-0109,2,1376,app,airtime,26882.68,,,NG,0,DEV-41285,0,NG,0.95,completed
TXN-100346,2026-07-01 21:58:15,USR-0865,2,1134,app,transfer_in,6322.22,BEN-2494,Wema/ALAT,NG,0,DEV-59060,0,NG,0.97,completed
TXN-100347,2026-07-01 22:05:52,USR-1293,2,217,app,transfer_in,4008.5,BEN-9032,PalmPay,NG,0,DEV-17972,0,NG,0.95,completed
TXN-100348,2026-07-01 22:08:42,USR-3837,2,722,app,transfer_out,116166.58,BEN-6383,OPay,NG,0,DEV-19807,0,NG,0.94,completed
TXN-100349,2026-07-01 22:09:39,USR-2875,2,1449,ussd,transfer_out,69753.22,BEN-8486,Wema/ALAT,NG,0,DEV-23154,0,NG,0.99,completed
TXN-100350,2026-07-01 22:11:30,USR-3417,2,626,ussd,transfer_in,18187.36,BEN-8941,OPay,NG,0,DEV-47752,0,NG,0.93,completed
TXN-100351,2026-07-01 22:25:56,USR-2197,2,1325,ussd,transfer_in,437034.28,BEN-2983,Stanbic IBTC,NG,0,DEV-99687,0,NG,0.98,completed
TXN-100352,2026-07-01 22:36:58,USR-2233,1,1456,app,transfer_out,1252.93,BEN-3647,Stanbic IBTC,NG,0,DEV-27146,0,NG,0.97,completed
TXN-100353,2026-07-01 22:43:49,USR-3179,1,1456,web,transfer_out,8902.9,BEN-9055,UBA,NG,1,DEV-41925,0,NG,0.97,completed
TXN-100354,2026-07-01 22:46:50,USR-1394,2,965,web,transfer_out,3151.79,BEN-5649,Kuda,NG,0,DEV-77000,0,NG,0.93,completed
TXN-100355,2026-07-01 23:00:12,USR-0939,3,1116,app,transfer_out,41174.46,BEN-7731,Zenith Bank,NG,1,DEV-32871,0,NG,0.99,completed
TXN-100356,2026-07-01 23:12:28,USR-2873,2,1118,app,transfer_in,13961.5,BEN-3095,OPay,NG,0,DEV-16658,0,NG,0.95,completed
TXN-100357,2026-07-01 23:13:52,USR-0953,3,339,app,bill_payment,25135.21,,,NG,0,DEV-51104,0,NG,0.99,completed
TXN-100358,2026-07-01 23:30:54,USR-0188,1,801,web,bill_payment,9242.63,,,NG,0,DEV-82350,0,NG,0.99,completed
TXN-100359,2026-07-01 23:31:33,USR-1003,3,1299,ussd,bill_payment,5287.87,,,NG,0,DEV-12875,0,NG,0.98,completed
TXN-100360,2026-07-01 23:34:35,USR-0109,2,1376,pos,bill_payment,11150.38,,,NG,0,DEV-41285,0,NG,0.98,completed
TXN-100361,2026-07-01 23:44:28,USR-3109,2,1505,pos,transfer_out,9154.63,BEN-4114,Zenith Bank,NG,0,DEV-51114,0,NG,0.94,completed
TXN-100362,2026-07-01 23:51:47,USR-0654,2,600,app,transfer_out,23015.96,BEN-7592,OPay,NG,0,DEV-49363,0,NG,0.96,completed
TXN-100363,2026-07-01 23:53:29,USR-0954,2,807,ussd,transfer_in,66830.61,BEN-3973,GTBank,NG,0,DEV-71669,0,NG,0.94,completed
TXN-100364,2026-07-02 00:13:43,USR-3921,2,986,app,card_spend,8298.45,,,NG,0,DEV-33053,0,NG,0.94,completed
TXN-100365,2026-07-02 00:19:18,USR-2324,3,1822,pos,bill_payment,33194.61,,,NG,0,DEV-16743,0,NG,0.94,completed
